poisson_65	deu_5	5	prob	0.008076535951149372	338	1518129	0.0	0.5	0	759165	758964
poisson_65	deu_5	5	prob	0.01214749910348612	383	1521837	0.5	0.0	760410	761427	0
poisson_65	deu_5	5	prob	0.030999041980678863	407	1521269	0.5	0.5	759985	380406	380878
poisson_65	deu_5	5	MAB	0.009184185322003012	206	1518869	0.0	0.0	497867	548243	472759
poisson_65	deu_5	5	DQN	0.0075681836535918205	91	1517999	0.0	0.0	635174	576542	306283
poisson_65	deu_5	5	MAB_DQN	0.005980086841018577	75	1518991	0.0	0.0	463431	617949	437611
poisson_65	deu_5	5	prob	0.014755036704156534	620	1519775	0.0	0.5	0	760873	758902
poisson_65	deu_5	5	prob	0.11196698277971225	1788	1519803	0.5	0.0	758758	761045	0
poisson_65	deu_5	5	prob	63.84202173279192	493893	1348602	0.5	0.5	645480	379766	323356
poisson_65	deu_5	5	MAB	0.01722758454044028	473	1518567	0.0	0.0	383021	661909	473637
poisson_65	deu_5	5	DQN	0.0356201732755734	556	1518267	0.0	0.0	568009	590733	359525
poisson_65	deu_5	5	MAB_DQN	0.009416202626716543	124	1520327	0.0	0.0	357950	726195	436182
poisson_65	deu_5	5	prob	11.195851423613947	118800	1482783	0.0	0.5	0	760792	721991
poisson_65	deu_5	5	prob	67.5718390486109	390275	1343948	0.5	0.0	583875	760073	0
poisson_65	deu_5	5	prob	193.5160962306472	543389	1114534	0.5	0.5	446039	379195	289300
poisson_65	deu_5	5	MAB	138.68827595822458	440804	1042914	0.0	0.0	472594	313768	256552
poisson_65	deu_5	5	DQN	0.6573874988656521	8285	1521818	0.0	0.0	509191	840235	172392
poisson_65	deu_5	5	MAB_DQN	0.07075862145264174	756	1516813	0.0	0.0	259745	863445	393623
poisson_70	deu_5	5	prob	0.00883572579291747	413	1637619	0.0	0.5	0	818434	819185
poisson_70	deu_5	5	prob	0.015097502307386849	494	1634145	0.5	0.0	817191	816954	0
poisson_70	deu_5	5	prob	8.79370185835368	106209	1605321	0.5	0.5	797803	409153	398365
poisson_70	deu_5	5	MAB	0.010408851437495493	279	1636299	0.0	0.0	507589	627294	501416
poisson_70	deu_5	5	DQN	0.008974928022837515	135	1635294	0.0	0.0	663166	640782	331346
poisson_70	deu_5	5	MAB_DQN	0.006510306385310001	89	1638748	0.0	0.0	485279	697490	455979
poisson_70	deu_5	5	prob	0.018645601609568446	871	1637052	0.0	0.5	0	819087	817965
poisson_70	deu_5	5	prob	14.431108389498075	159851	1586852	0.5	0.0	769564	817288	0
poisson_70	deu_5	5	prob	101.05281239724522	607957	1381792	0.5	0.5	635162	409016	337614
poisson_70	deu_5	5	MAB	0.021637341657579485	756	1637232	0.0	0.0	402373	748174	486685
poisson_70	deu_5	5	DQN	0.043018704611044185	672	1634886	0.0	0.0	603989	705659	325238
poisson_70	deu_5	5	MAB_DQN	0.011164334754805355	159	1635740	0.0	0.0	366081	821454	448205
poisson_70	deu_5	5	prob	30.41353647727189	290434	1540720	0.0	0.5	0	817065	723655
poisson_70	deu_5	5	prob	84.12215431175223	423788	1403669	0.5	0.0	585353	818316	0
poisson_70	deu_5	5	prob	217.74616579909483	561597	1149294	0.5	0.5	436560	409854	302880
poisson_70	deu_5	5	MAB	248.2853478097274	535524	942727	0.0	0.0	503808	207501	231418
poisson_70	deu_5	5	DQN	90.81511824734532	374215	1188593	0.0	0.0	566010	492421	130162
poisson_70	deu_5	5	MAB_DQN	11.875769491435314	142987	1573906	0.0	0.0	356905	891811	325190
poisson_75	deu_5	5	prob	0.010076616782625246	514	1752598	0.0	0.5	0	875852	876746
poisson_75	deu_5	5	prob	0.02107538347101173	650	1755318	0.5	0.0	877347	877971	0
poisson_75	deu_5	5	prob	33.314741266348186	358604	1641808	0.5	0.5	801888	438414	401506
poisson_75	deu_5	5	MAB	0.011898734146607774	416	1754930	0.0	0.0	516137	715712	523081
poisson_75	deu_5	5	DQN	0.009685618527094148	136	1751959	0.0	0.0	690238	738894	322827
poisson_75	deu_5	5	MAB_DQN	0.007162626375314443	121	1751897	0.0	0.0	500640	780847	470410
poisson_75	deu_5	5	prob	0.026014439170462714	1040	1753423	0.0	0.5	0	876244	877179
poisson_75	deu_5	5	prob	32.0869428976271	326401	1648187	0.5	0.0	771326	876861	0
poisson_75	deu_5	5	prob	134.24312540278376	664777	1414137	0.5	0.5	624072	438708	351357
poisson_75	deu_5	5	MAB	0.0290998960426647	1093	1753267	0.0	0.0	416674	843735	492858
poisson_75	deu_5	5	DQN	0.13715049300214804	1885	1753200	0.0	0.0	599813	801498	351889
poisson_75	deu_5	5	MAB_DQN	0.014514760762121649	232	1749594	0.0	0.0	372537	913173	463884
poisson_75	deu_5	5	prob	50.9873622118226	432780	1599780	0.0	0.5	0	874345	725435
poisson_75	deu_5	5	prob	98.00643558053483	450102	1464177	0.5	0.0	587996	876181	0
poisson_75	deu_5	5	prob	236.40267830519713	568818	1177879	0.5	0.5	425851	438437	313591
poisson_75	deu_5	5	MAB	186.36138485343707	645445	1182428	0.0	0.0	539492	476324	166612
poisson_75	deu_5	5	DQN	216.44804355012988	488778	977327	0.0	0.0	578056	299364	99907
poisson_75	deu_5	5	MAB_DQN	142.43054393662072	513268	1212421	0.0	0.0	541625	510999	159797

